dbr:Julian_Melchiori	wd:Q6307383
dbr:Capitol_Records_Nashville	wd:Q5035920
dbr:Restless__u0028_Buffy_the_Vampire_Slayer_u0029_	wd:Q2740175
dbr:Wilson_Chandler	wd:Q714058
dbr:RCA_Records	wd:Q202585
dbr:Joseph_Luns	wd:Q553882
dbr:The_Gold_Medal__u0028_film_u0029_	wd:Q21869887
dbr:Pedro_Costa	wd:Q1354061
dbr:Pardon_My_Scotch	wd:Q7136593
dbr:Suntol	wd:Q3417864
dbr:Vitaly_Vishnevskiy	wd:Q129206
dbr:Resistance__u0028_Star_Trek_u003A__Voyager_u0029_	wd:Q7315598
dbr:Grayfolded	wd:Q1531979
dbr:The_South__u0028_film_u0029_	wd:Q4254113
dbr:Ian__u0026__Sylvia	wd:Q1655684
dbr:A_Coffin_for_the_Sheriff	wd:Q1306272
dbr:Dragon_Warrior_Monsters_2	wd:Q3038754
dbr:GoGo_Sentai_Boukenger	wd:Q1193877
dbr:Centre__u0028_ice_hockey_u0029_	wd:Q2583758
dbr:Tora_u0027_s_Tropical_Fever	wd:Q7825287
dbr:Community__u0028_TV_series_u0029_	wd:Q728553
dbr:Free_Way	wd:Q5500152
dbr:Morrissey	wd:Q202246
dbr:Bhakta_Tukaram	wd:Q4900867
dbr:The_Cellar__u0028_film_u0029_	wd:Q7721844
dbr:Fathers_and_Sons__u0028_album_u0029_	wd:Q1398042
dbr:La_Ruinette	wd:Q669713
dbr:Lady_Gaga	wd:Q19848
dbr:Black_Fingernails_u002C__Red_Wine	wd:Q4920762
dbr:Shoebite	wd:Q7500022
dbr:Lonely_Hearts__u0028_1970_film_u0029_	wd:Q1755748
dbr:Boarding_school	wd:Q269770
dbr:Hawks__u0026__Doves	wd:Q1756255
dbr:Francis_Smith__u0028_aviator_u0029_	wd:Q5482482
dbr:John_Howard	wd:Q51330
dbr:Matthew_Ryan_vs_u002E__The_Silver_State	wd:Q6791183
dbr:Warriors_of_Fate	wd:Q1045002
dbr:Museum_of_the_Imperial_Collections	wd:Q3076188
dbr:George_Simon__u0028_artist_and_archaeologist_u0029_	wd:Q5544562
dbr:Under_Two_Flags__u0028_1936_film_u0029_	wd:Q3492096
dbr:Neil_Simon_u0027_s_I_Ought_to_Be_in_Pictures	wd:Q6989310
dbr:Qovsi_Tabrizi	wd:Q4225859
dbr:Sunday__u0028_Desperate_Housewives_u0029_	wd:Q785913
dbr:Marko_Nikoli_u0107___u0028_actor_u0029_	wd:Q300001
dbr:Shocker__u0028_film_u0029_	wd:Q1633832
dbr:Young_Bride	wd:Q16623716
dbr:Quebec_Nordiques	wd:Q530764
dbr:Noises_Off__u0028_film_u0029_	wd:Q1158944
dbr:Codename_u003A__Kids_Next_Door__u2013__Operation_u003A__V_u002E_I_u002E_D_u002E_E_u002E_O_u002E_G_u002E_A_u002E_M_u002E_E_u002E_	wd:Q5140145
dbr:House_of_the_Dead__u0028_film_u0029_	wd:Q705216
dbr:Pastor	wd:Q152002
dbr:Gerald_B_u002E__Greenberg	wd:Q1271389
dbr:Mr_u002E__and_Mrs_u002E__Khiladi	wd:Q6929341
dbr:Duck_Soup__u0028_1927_film_u0029_	wd:Q969265
dbr:Crazy_in_Love	wd:Q148511
dbr:HammerFall	wd:Q274593
dbr:Gary_DeGrio	wd:Q3098536
dbr:Your_Turn_to_Die	wd:Q13423994
dbr:A_Ducking_They_Did_Go	wd:Q4656615
dbr:Johnny_Concho	wd:Q2441978
dbr:As_You_Desire_Me__u0028_film_u0029_	wd:Q1776920
dbr:Just_You_and_Me_u002C__Darling	wd:Q6316483
dbr:Tensou_Sentai_Goseiger	wd:Q1152081
dbr:University_of_Manchester	wd:Q230899
dbr:The_Lambeth_Walk__u0028_film_u0029_	wd:Q7745284
dbr:The_Funtastic_World_of_Hanna_u002D_Barbera__u0028_ride_u0029_	wd:Q7735484
dbr:Miandasteh	wd:Q5797237
dbr:Fiddlers_Three__u0028_1948_film_u0029_	wd:Q5446709
dbr:Ineffable_Mysteries_from_Shpongleland	wd:Q4353998
dbr:Music_for_Madame	wd:Q17431703
dbr:Baby_u0027_s_Day_Out	wd:Q637884
dbr:High_School_Musical_3_u003A__Senior_Year_Dance	wd:Q3234183
dbr:The_Cave__u0028_film_u0029_	wd:Q1027834
dbr:One__u0028_NoMeansNo_album_u0029_	wd:Q7092421
dbr:The_Untouchables__u0028_1993_TV_series_u0029_	wd:Q323764
dbr:Taking_Tiger_Mountain__u0028_By_Strategy_u0029_	wd:Q2473691
dbr:Walter_L_u002E__Buenger	wd:Q7965397
dbr:Regenboldshorn	wd:Q1244272
dbr:Elavamkodu_Desam	wd:Q5353624
dbr:Compagnie_Mon_u00E9_gasque_de_Banque	wd:Q2990223
dbr:Decode__u0028_song_u0029_	wd:Q2011725
dbr:Amnesia__u0028_Cherish_song_u0029_	wd:Q4033931
dbr:Museum_of_Art_Fort_Lauderdale	wd:Q1685139
dbr:Louisville_u002C__Kentucky	wd:Q43668
dbr:The_Legend_of_Zorro	wd:Q947737
dbr:Ikue__u014C_tani	wd:Q233380
dbr:Her_Twelve_Men	wd:Q953525
dbr:Primo_amore__u0028_1978_film_u0029_	wd:Q3921872
dbr:Phantom_Breaker_u003A__Battle_Grounds	wd:Q18880898
dbr:University_of_California_u002C__Berkeley	wd:Q168756
dbr:Tea_for_Three__u0028_film_u0029_	wd:Q18636568
dbr:Bullets_don_u0027_t_come_back	wd:Q2409042
dbr:A_u002E__J_u002E__English	wd:Q3600316
dbr:Free_Four	wd:Q2076724
dbr:Catocala	wd:Q2450100
dbr:Stop_u0021__In_the_Name_of_Love	wd:Q2394444
dbr:One_More_Try__u0028_film_u0029_	wd:Q7092993
dbr:Jeff_Malone	wd:Q1348252
dbr:Signs__u0028_Snoop_Dogg_song_u0029_	wd:Q112138
dbr:Dumitru_Remenco	wd:Q5313881
dbr:Armed_Forces_Office__u0028_Germany_u0029_	wd:Q1739540
dbr:Ingmar_Bergman	wd:Q7546
dbr:Gemini_Ganesan	wd:Q785011
dbr:First_Contact_u0025_3F	wd:Q5452874
dbr:DoYaThing	wd:Q5285923
dbr:ReCore	wd:Q20189505
dbr:The_King_of_Yesterday_and_Tomorrow	wd:Q7744595
dbr:Let_Me_Be_Myself	wd:Q6532837
dbr:Dictated_Aggression	wd:Q5273933
dbr:Blanche_Sewell	wd:Q509759
dbr:MFK_V_u00ED_tkovice	wd:Q1387864
dbr:Armed_Forces__u0028_album_u0029_	wd:Q635748
dbr:Ornella_Muti	wd:Q166562
dbr:Harvey_Keitel	wd:Q191132
dbr:Dean_Lawford	wd:Q5246299
dbr:Count_in_Fives	wd:Q5176732
dbr:White_Sister__u0028_novel_u0029_	wd:Q7995397
dbr:De_damescoupeur	wd:Q2252654
dbr:Charleston__u0028_film_u0029_	wd:Q548277
dbr:Heavy_metal_music	wd:Q38848
dbr:Tom_Tucker_u003A__The_Man_and_His_Dream	wd:Q6148210
dbr:Vidyasagar__u0028_composer_u0029_	wd:Q3595530
dbr:For_All_Debts_Public_and_Private	wd:Q5466647
dbr:Holler_Back	wd:Q5881243
dbr:Alban_Davies	wd:Q4708997
dbr:_u00C6_on_Flux__u0028_film_u0029_	wd:Q2919862
dbr:Boiling_Point__u0028_1990_film_u0029_	wd:Q301823
dbr:Jiangsu	wd:Q16963
dbr:The_Lost_Future	wd:Q443706
dbr:Carey_Wilson__u0028_writer_u0029_	wd:Q1035958
dbr:Melisa_Can	wd:Q8987860
dbr:The_Song_of_the_Sea_Shell	wd:Q7765261
dbr:Fang_Chih	wd:Q8273313
dbr:Herbert_Reinecker	wd:Q77583
dbr:Arthur_Schlossmann	wd:Q105591
dbr:Christophe_Beck	wd:Q1086291
dbr:Delmer_Daves	wd:Q95119
dbr:Donatas_Banionis	wd:Q908633
dbr:Andrew_Turner__u0028_politician_u0029_	wd:Q272155
dbr:Sean_u002D_N_u00F3_s_Nua	wd:Q3278987
dbr:Cause_of_Death__u0028_game_u0029_	wd:Q5054605
dbr:Karl_Fitzpatrick	wd:Q6371788
dbr:Purappadu__u0028_1990_film_u0029_	wd:Q16135235
dbr:Female_Trouble	wd:Q1404473
dbr:Love_u002C__Honour_and_Obey	wd:Q4266472
dbr:American_Ride__u0028_Toby_Keith_album_u0029_	wd:Q4744837
dbr:Julius_Maada_Bio	wd:Q283829
dbr:When_You_Believe	wd:Q676098
dbr:Traci_Townsend	wd:Q7831441
dbr:The_Towering_Inferno	wd:Q372959
dbr:A_Prayer_for_the_Dying	wd:Q759383
dbr:Voltaire__u0028_film_u0029_	wd:Q3562972
dbr:10_u002E_5_u003A__Apocalypse	wd:Q163903
dbr:Shahrud_County	wd:Q1286402
dbr:In_a_Monastery_Garden__u0028_film_u0029_	wd:Q6011412
dbr:The_Oh_in_Ohio	wd:Q2044809
dbr:Clerks_II	wd:Q784514
dbr:_u014C_date	wd:Q329996
dbr:Sailor_u0027_s_Luck	wd:Q7400416
dbr:The_Fine_Art_of_Love	wd:Q3422683
dbr:Dedication__u0028_film_u0029_	wd:Q225885
dbr:E_u002E_G_u002E__Records	wd:Q1611073
dbr:Ross_Robinson	wd:Q712244
dbr:Yesyears	wd:Q835609
dbr:First_Australian_Imperial_Force	wd:Q2631278
dbr:Parashqevi_Qiriazi	wd:Q3300364
dbr:Rainforest_Shmainforest	wd:Q734617
dbr:Some_Girls__u0028_film_u0029_	wd:Q2624856
dbr:Nashville_Predators	wd:Q207980
dbr:Candy__u0028_1968_film_u0029_	wd:Q922251
dbr:Andriy_Mikhnov	wd:Q510957
dbr:Israel_Gelfand	wd:Q315414
dbr:Daniel_Schultz	wd:Q552280
dbr:Gold_Diggers_of_1933	wd:Q1519422
dbr:Held_Up	wd:Q1365512
dbr:Native_Canadians__u0028_album_u0029_	wd:Q6979992
dbr:Maurice_Chevalier	wd:Q106001
dbr:Todd_MacCulloch	wd:Q2271388
dbr:Leaves_u0027__Eyes	wd:Q326063
dbr:Players__u0028_Angel_u0029_	wd:Q3354752
dbr:Blastobasidae	wd:Q782744
dbr:The_Imaginarium_of_Doctor_Parnassus	wd:Q578344
dbr:The_Hills_Have_Eyes__u0028_1977_film_u0029_	wd:Q994724
dbr:Spheres__u0028_instrumental_u0029_	wd:Q3504031
dbr:Happily_Ever_After__u0028_Lost_u0029_	wd:Q842461
dbr:Pass_This_On	wd:Q7142407
dbr:Renal_failure	wd:Q476921
dbr:Angelo_My_Love	wd:Q3616850
dbr:Un_giorno_nella_vita	wd:Q4003868
dbr:Voulez_u002D_Vous__u0028_song_u0029_	wd:Q2001623
dbr:Watch_the_Birdie__u0028_1950_film_u0029_	wd:Q7973097
dbr:Adam_McQuaid	wd:Q350417
dbr:If_She_Would_Have_Been_Faithful_u002E__u002E__u002E_	wd:Q5990690
dbr:The_Deserter__u0028_1971_film_u0029_	wd:Q1213596
dbr:The_Battle_of_Love_u0027_s_Return	wd:Q3985809
dbr:Having_Wonderful_Time	wd:Q2294301
dbr:Interplay_Entertainment	wd:Q628249
dbr:Macbeth__u0028_2015_film_u0029_	wd:Q15934383
dbr:Hey_Mama__u0028_David_Guetta_song_u0029_	wd:Q18636077
dbr:Williams_u0027__Blood	wd:Q8020948
dbr:The_Wedding__u0028_Oneida_album_u0029_	wd:Q7774040
dbr:Jane_Eyre__u0028_2011_film_u0029_	wd:Q258979
dbr:Heroes__u0028_Elena_Paparizou_song_u0029_	wd:Q1749729
dbr:Shout_at_the_Devil__u0028_film_u0029_	wd:Q996995
dbr:Sivandha_Mann	wd:Q12978455
dbr:Talkalakh	wd:Q24341
dbr:Into_You	wd:Q3503638
dbr:Independence_Day__u0028_1996_film_u0029_	wd:Q105387
dbr:Crimean_War	wd:Q254106
dbr:Syzygy__u0028_The_X_u002D_Files_u0029_	wd:Q7664005
dbr:Gerald_Barry__u0028_Irish_journalist_u0029_	wd:Q5548929
dbr:Little_Nicky	wd:Q267866
dbr:Hong_Kong_Garden__u0028_song_u0029_	wd:Q5894607
dbr:Jill_Sobule__u0028_album_u0029_	wd:Q6193058
dbr:Vergilius_of_Salzburg	wd:Q561251
dbr:Beauty_and_the_Beast__u0028_David_Bowie_song_u0029_	wd:Q4877926
dbr:California_Institute_of_Technology	wd:Q161562
dbr:Murphy_u0027_s_War	wd:Q335041
dbr:Kuwait	wd:Q817
dbr:Hyundai_Grandeur	wd:Q483860
dbr:Give_Me_Something__u0028_David_Guetta_song_u0029_	wd:Q3300218
dbr:Salins_u002D_les_u002D_Bains	wd:Q820042
dbr:Mazha_Peyyunnu_Maddalam_Kottunnu	wd:Q6798478
dbr:Paddington	wd:Q124230
dbr:National_Taiwan_University	wd:Q32746
dbr:George_Meniuc	wd:Q4290681
dbr:The_New_York_Hat	wd:Q867804
dbr:Holcocera_lignyodes	wd:Q13232750
dbr:Conceived	wd:Q5158294
dbr:The_Decks_Ran_Red	wd:Q7729515
dbr:Soul_Purpose__u0028_Angel_u0029_	wd:Q2943064
dbr:Swoon__u0028_song_u0029_	wd:Q4050470
dbr:Martin_Vagner	wd:Q614332
dbr:Le_ballet__u0028_Celine_Dion_song_u0029_	wd:Q6507949
dbr:William_Haines__u0028_Australian_politician_u0029_	wd:Q3248043
dbr:Sol_M_u002E__Wurtzel	wd:Q7555555
dbr:The_Citadel__u0028_film_u0029_	wd:Q400093
dbr:Basic_Instinct	wd:Q146673
dbr:Renaud_Donnedieu_de_Vabres	wd:Q707980
dbr:Armies_of_Exigo	wd:Q686963
dbr:House_Calls__u0028_1978_film_u0029_	wd:Q266615
dbr:Piranhaconda	wd:Q14884549
dbr:Trapper_Keeper__u0028_South_Park_u0029_	wd:Q734641
dbr:Chasing_Girls	wd:Q13418416
dbr:The_Return_of_the_Musketeers	wd:Q472105
dbr:Iain_Morrison	wd:Q5980566
dbr:Ro_Foege	wd:Q7339219
dbr:Vicky_Cristina_Barcelona	wd:Q212123
dbr:Jonathan_Levine	wd:Q1320930
dbr:Fortunato_Misiano	wd:Q3748838
dbr:Emanuelle_Goes_to_Dinosaur_Land	wd:Q15649253
dbr:Syreeta_Wright	wd:Q456598
dbr:Live_to_Tell	wd:Q1342432
dbr:HC_Sibir_Novosibirsk	wd:Q638890
dbr:White_Men_Can_u0027_t_Jump	wd:Q686168
dbr:Australian_National_University	wd:Q127990
dbr:Heart_and_Souls	wd:Q238296
dbr:Ja_Rule	wd:Q309843
dbr:Joe_u0027_s_Menage	wd:Q374717
dbr:Cemetery_Gates	wd:Q2478754
dbr:Ken_Russell	wd:Q55249
dbr:Conservative_Party_of_Canada__u0028_1867_u2013_1942_u0029_	wd:Q909827
dbr:Maurice_Elvey	wd:Q565510
dbr:Yaroslavl	wd:Q2423
dbr:Heart_Break	wd:Q5691909
dbr:Si_j_u0027_avais_au_moins_u002E__u002E__u002E_	wd:Q2576321
dbr:Arthur_Edeson	wd:Q209084
dbr:Ky_u016B__J_u014D__Show_u0021__u0021_	wd:Q1067566
dbr:David_Lynch	wd:Q2071
dbr:It_u0027_s_My_Party__u0028_film_u0029_	wd:Q2985421
dbr:Wonderwall__u0028_song_u0029_	wd:Q1045517
dbr:AG_Weser	wd:Q292748
dbr:Kars	wd:Q127063
dbr:Donald_Merrifield	wd:Q5294878
dbr:Town__u0026__Country__u0028_film_u0029_	wd:Q141447
dbr:Seventh_Son__u0028_film_u0029_	wd:Q74579
dbr:Jagged_Edge__u0028_film_u0029_	wd:Q764760
dbr:ID_u003B__Peace_B__u0028_song_u0029_	wd:Q486504
dbr:Combinatorics	wd:Q76592
dbr:Mooching_Through_Georgia	wd:Q3323521
dbr:Who_Let_the_Dogs_Out_u0025_3F	wd:Q286163
dbr:Corridors_of_Blood	wd:Q2024473
dbr:Social_Call	wd:Q7550453
dbr:Shikari__u0028_2000_film_u0029_	wd:Q3482089
dbr:Lorenzo_di_Bonaventura	wd:Q636664
dbr:200_Motels__u0028_soundtrack_u0029_	wd:Q2347563
dbr:University_of_Virginia_School_of_Law	wd:Q7896545
dbr:In_a_Cave	wd:Q6011295
dbr:Jannis_Zamanduridis	wd:Q1682924
dbr:Freaky_Chakra__u0028_film_u0029_	wd:Q5494284
dbr:Devil_u002D_May_u002D_Care	wd:Q3796012
dbr:Sony	wd:Q41187
dbr:Clarissa__u0028_film_u0029_	wd:Q17101013
dbr:Tom_Sawyer__u0028_1930_film_u0029_	wd:Q2405363
dbr:Atari	wd:Q207922
dbr:Paul_Southern	wd:Q7153708
dbr:The_Grand_Duel	wd:Q479837
dbr:Elegy__u0028_The_Twilight_Zone_u0029_	wd:Q2692812
dbr:Wellenkuppe	wd:Q383875
dbr:Garfield_Todd	wd:Q443215
dbr:Tape__u0028_film_u0029_	wd:Q193981
dbr:Nikita_Alexeev	wd:Q1390031
dbr:Home_Sweet_Home__u0028_M_u00F6_tley_Cr_u00FC_e_song_u0029_	wd:Q2888839
dbr:Duel_Personality	wd:Q5312174
dbr:The_Ballad_of_Ronnie_Drew	wd:Q3985778
dbr:Riders_of_Vengeance	wd:Q3213495
dbr:Ben_u002D_Hur_u003A__A_Tale_of_the_Christ__u0028_1925_film_u0029_	wd:Q383795
dbr:HMCS_Rosthern__u0028_K169_u0029_	wd:Q5630905
dbr:Sevasadanam	wd:Q7457107
dbr:Fantasy_literature	wd:Q1057172
dbr:The_Great_Flirtation	wd:Q3793529
dbr:Alicante	wd:Q11959
dbr:Dino_Merlin	wd:Q310679
dbr:Robert_Stout	wd:Q945390
dbr:Anything_Else	wd:Q614009
dbr:Ludwik_Wr_u00F3_blewski	wd:Q21073319
dbr:Finding_Forrester	wd:Q1140439
dbr:Lionsgate_Films	wd:Q17076072
dbr:Cemetery_Junction__u0028_film_u0029_	wd:Q1988305
dbr:_u002E_07_u0025_25	wd:Q847378
dbr:Call_Me_Madam__u0028_film_u0029_	wd:Q5021556
dbr:John_Stephenson__u0028_actor_u0029_	wd:Q3182524
dbr:Carlisle_u002C__Cumbria	wd:Q192896
dbr:Six_Degrees_of_Separation__u0028_film_u0029_	wd:Q1169609
dbr:Thank_You_For_Loving_Me	wd:Q2312992
dbr:EGO__u0028_game_engine_u0029_	wd:Q1298367
dbr:Romance_novel	wd:Q858330
dbr:Devil_u0027_s_Knot__u0028_film_u0029_	wd:Q3025443
dbr:Paul_A_u002E__Russo	wd:Q7148973
dbr:Mala_Noche	wd:Q590570
dbr:Wendi_B_u002E__Carpenter	wd:Q7982509
dbr:Don_Blenkarn	wd:Q5292243
dbr:Old_Boyfriends	wd:Q3881503
dbr:Pierre_Richard_u002D_Willm	wd:Q472701
dbr:American_Pie_2	wd:Q329127
dbr:T_u00FC_bingen	wd:Q3806
dbr:Michael_Nylander	wd:Q1342533
dbr:Victory__u0028_Puff_Daddy_song_u0029_	wd:Q7927449
dbr:Merry_Madagascar	wd:Q247197
dbr:Pozna_u0144_	wd:Q268
dbr:_u014C_izumi_Observatory	wd:Q1610198
dbr:Hans_Kramers	wd:Q451225
dbr:Sebastian__u0028_French_musician_u0029_	wd:Q734098
dbr:New__u0028_film_u0029_	wd:Q16252352
dbr:Could_It_Happen_Here_u0025_3F	wd:Q3804103
dbr:I_Can_Get_It_for_You_Wholesale__u0028_film_u0029_	wd:Q3821900
dbr:Young_Guns__u0028_film_u0029_	wd:Q1353728
dbr:No_Surprise__u0028_Daughtry_song_u0029_	wd:Q2045822
dbr:Ernst_Kretschmer	wd:Q60166
dbr:Alan_Rotherham	wd:Q4707669
dbr:Aichi_Prefecture	wd:Q80434
dbr:My_19_Year_Old_Sister_u002D_in_u002D_Law	wd:Q485790
dbr:Jesus_u003A__A_Portrait	wd:Q6188059
dbr:Hal_Mohr	wd:Q645627
dbr:Valencia	wd:Q8818
dbr:Two_u003A_Thirteen	wd:Q7858793
dbr:Arven__u0028_1979_film_u0029_	wd:Q4802389
dbr:The_Fall_of_Hyperion__u0028_novel_u0029_	wd:Q2362526
dbr:A_Blowin_u0027__Session	wd:Q4655521
dbr:Johannes_Bernardus_van_Loghem	wd:Q2865152
dbr:RBD	wd:Q211528
dbr:The_Discreet_Charm_of_the_Bourgeoisie	wd:Q308920
dbr:Starlight__u0028_Matt_Cardle_song_u0029_	wd:Q7602064
dbr:Casa_de_los_Babys	wd:Q1046576
dbr:Scooby_u002D_Doo_on_Zombie_Island	wd:Q2275539
dbr:Custody_Law_and_Eastern_European_Diplomacy	wd:Q5196350
dbr:Death_in_Five_Boxes	wd:Q3736337
dbr:Jambalaya__u0028_On_the_Bayou_u0029_	wd:Q1413414
dbr:Voyage_to_the_Bottom_of_the_Sea	wd:Q8873426
dbr:Revolution_Is_My_Name	wd:Q2261021
dbr:Bandham	wd:Q18110161
dbr:Solr_u00F8_d_Strand_station	wd:Q2706917
dbr:Snowed_In__u0028_serial_u0029_	wd:Q167092
dbr:I_u0027_m_So_Paid	wd:Q2707759
dbr:The_Vagabond__u0028_film_u0029_	wd:Q1197772
dbr:John_Hurt	wd:Q200405
dbr:University_of_Tennessee	wd:Q1150105
dbr:Basie_Jam_2	wd:Q4867075
dbr:Nobuo_Uematsu	wd:Q312327
dbr:TAC_Cup_Future_Stars	wd:Q7669203
dbr:Voyage_of_the_Damned__u0028_Doctor_Who_u0029_	wd:Q2087589
dbr:Soorakkottai	wd:Q7562726
dbr:Ghatak_u003A__Lethal	wd:Q11055371
dbr:Right_in_the_Wrong_Direction	wd:Q7333616
dbr:Charlie_Lowery	wd:Q3666666
dbr:D_u002E__B_u002E__Weiss	wd:Q1151388
dbr:Jacqueline_Bisset	wd:Q232477
dbr:Hans_Matth_u00F6_fer	wd:Q65556
dbr:Force_of_Evil	wd:Q766089
dbr:The_Best_Bits_of_Mr_u002E__Bean	wd:Q7716684
dbr:Urvashi__u0028_actress_u0029_	wd:Q277992
dbr:Serbia_and_Montenegro	wd:Q37024
dbr:The_Big_I_Am	wd:Q7717676
dbr:Anne_Murray	wd:Q236543
dbr:Nate_Dogg	wd:Q47159
dbr:The_Magic_of_Belle_Isle	wd:Q4353015
dbr:Francis_Minah	wd:Q1441655
dbr:Zahid_Khalilov	wd:Q4495052
dbr:God__u0028_Tori_Amos_song_u0029_	wd:Q5575806
dbr:David_Mansfield	wd:Q330438
dbr:The_Speed_Kings	wd:Q1548298
dbr:Black_Oak_Arkansas__u0028_album_u0029_	wd:Q2905434
dbr:Ace_Combat_X_u003A__Skies_of_Deception	wd:Q339957
dbr:Angus_Bethune__u0028_politician_u0029_	wd:Q4764067
dbr:Funny_Lady	wd:Q1419911
dbr:San_Francisco_Suite	wd:Q7414118
dbr:X_Factor_Indonesia	wd:Q8042731
dbr:Death_of_a_Doxy	wd:Q3874784
dbr:Dangerous_When_Wet	wd:Q2058759
dbr:Donald_McAlpine	wd:Q1240097
dbr:These_Thousand_Hills	wd:Q3285536
dbr:Helmut_Witte	wd:Q90467
dbr:Baby_Mine__u0028_1928_film_u0029_	wd:Q3632450
dbr:The_Judas_Kiss__u0028_song_u0029_	wd:Q2467505
dbr:Steam__u0028_software_u0029_	wd:Q337535
dbr:Who_Is_It__u0028_Michael_Jackson_song_u0029_	wd:Q733532
dbr:I_2_deputati	wd:Q3790737
dbr:Bonnie_and_Clyde_Italian_Style	wd:Q3642192
dbr:Something_That_We_Do	wd:Q7560170
dbr:CS_Sfaxien	wd:Q1024482
dbr:Eurythmics	wd:Q207706
dbr:The_Holes	wd:Q3232939
dbr:Free_software	wd:Q341
dbr:Frontier_Marshal__u0028_1939_film_u0029_	wd:Q3201640
dbr:Jermaine_Dupri	wd:Q349434
dbr:John__u0028_Lil_Wayne_song_u0029_	wd:Q2022910
dbr:Marion_Stamps	wd:Q13560240
dbr:Perfume__u0028_Japanese_band_u0029_	wd:Q494703
dbr:Fool__u0028_novel_u0029_	wd:Q1435964
dbr:First_Kiss_Story_II	wd:Q4944134
dbr:The_Crazy_Stranger	wd:Q2464146
dbr:In_the_Valley_of_Elah	wd:Q126896
dbr:Society_of_Jesus	wd:Q36380
dbr:The_Mask_and_Mirror	wd:Q2306494
dbr:Gene_Hackman	wd:Q150943
dbr:Party_of_Five	wd:Q1048363
dbr:What_Else_Is_There_u0025_3F	wd:Q7991091
dbr:Weightless__u0028_film_u0029_	wd:Q12130601
dbr:Adua_and_Friends	wd:Q1109210
dbr:Pump_Up_the_Volume__u0028_film_u0029_	wd:Q1587058
dbr:Mata_Hari__u0028_1931_film_u0029_	wd:Q666084
dbr:Sports_commentator	wd:Q2986228
dbr:Hans_u002D_Karl_Mayer	wd:Q5649639
dbr:The_1980_Annual_World_u0027_s_Best_SF	wd:Q7711788
dbr:United_States_Air_Force	wd:Q11223
dbr:Guy_Oliver	wd:Q3122043
dbr:George_Kennedy	wd:Q298818
dbr:March_u0027_s_Child	wd:Q3870576
dbr:The_Good_Son__u0028_film_u0029_	wd:Q589713
dbr:Rod_Lurie	wd:Q432655
dbr:Linda_Lapointe	wd:Q3241356
dbr:Sub_Pop	wd:Q778673
dbr:Jago_u010D_e_u002C__Montenegro	wd:Q3160524
dbr:Shikari_u003A__The_Hunter	wd:Q7496543
dbr:Rupert_of_Hee_Haw	wd:Q3942821
dbr:Middle_East	wd:Q7204
dbr:Janie_Jones__u0028_film_u0029_	wd:Q1059303
dbr:Figures_Don_u0027_t_Lie	wd:Q19363599
dbr:Jay_and_Silent_Bob_Strike_Back	wd:Q832190
dbr:Stella__u0028_1955_film_u0029_	wd:Q1576364
dbr:Charley_Pride	wd:Q1066772
dbr:In_Praise_of_Love__u0028_film_u0029_	wd:Q3032174
dbr:Ringo_no_Uta__u0028_Ringo_Sheena_song_u0029_	wd:Q11281498
dbr:Wallace_H_u002E__White_u002C__Jr_u002E_	wd:Q442200
dbr:Veeti_Vainio	wd:Q20164623
dbr:Makati	wd:Q1508
dbr:Szabolcs_u002D_Szatm_u00E1_r_u002D_Bereg_County	wd:Q190518
dbr:Bernard_J_u002E__D_u002E__Irwin	wd:Q4893260
dbr:Alexei_Grishin__u0028_ice_hockey_u0029_	wd:Q15065616
dbr:Larceny_u002C__Inc_u002E_	wd:Q3791357
dbr:Burt_Hummel	wd:Q2604808
dbr:Temporarily_Yours__u0028_song_u0029_	wd:Q7698945
dbr:Roman__u0028_My_Dear_Boy_u0029_	wd:Q1137271
dbr:Very_Important_Person__u0028_film_u0029_	wd:Q12131314
dbr:Resurrecting_the_Champ	wd:Q155485
dbr:Music_video_game	wd:Q584105
dbr:Alejandro_Alcondez	wd:Q4714466
dbr:Little_Cop	wd:Q13618766
dbr:Lost_Highway__u0028_film_u0029_	wd:Q289204
dbr:Ayumi_Hamasaki	wd:Q188111
dbr:A_Lizard_in_a_Woman_u0027_s_Skin	wd:Q3785495
dbr:_u010C_a_u010D_ak	wd:Q208038
dbr:Francis_Joins_the_WACS	wd:Q378032
dbr:Parks_and_Recreation	wd:Q218035
dbr:Lazarus_Rising_u003A__A_Personal_and_Political_Autobiography	wd:Q6505922
dbr:Plze_u0148_	wd:Q43453
dbr:Sylvia_Plischke	wd:Q432729
dbr:Nirmalamma	wd:Q7040057
dbr:Boman_Irani	wd:Q834338
dbr:Something_Wall_u002D_Mart_This_Way_Comes	wd:Q904979
dbr:Thomas_Newman	wd:Q319996
dbr:Frank_Lautenberg	wd:Q508752
dbr:Bhookailas__u0028_film_u0029_	wd:Q4901967
dbr:Chuck_Versus_the_DeLorean	wd:Q5115774
dbr:Spencer_Abbott__u0028_ice_hockey_u0029_	wd:Q7575976
dbr:Snowflakes_of_Love	wd:Q978072
dbr:Philadelphia_76ers	wd:Q138089
dbr:Alan_Murray__u0028_footballer_u0029_	wd:Q4707398
dbr:Aubrey__u0028_The_X_u002D_Files_u0029_	wd:Q4329882
dbr:Avatar__u0028_2009_film_u0029_	wd:Q24871
dbr:Fort_Algiers	wd:Q3077756
dbr:Hasan_al_u002D_Kharrat	wd:Q12207879
dbr:The_Scarlet_Claw	wd:Q1214031
